"","year","name","cluster","avgScore"
"5969","1984","Huey Lewis and the News: Rockpalast Live",104,2.886
"5970","1991","Dead Again",769,3.628
"5971","1993","Boiling Point",753,3.026
"5972","2004","Walk on Water",567,3.838
"5973","2000","Teletubbies: The Magic Pumpkin and Other Stories",112,2.635
"5974","1957","The Bridge on the River Kwai: Bonus Material",329,3.756
"5975","1979","Ripping Yarns",42,3.304
"5976","2003","Baby Songs: ABC,123,Colors & Shapes",728,2.52
"5977","1998","Why Do Fools Fall in Love",116,3.384
"5978","2001","Cancer Warrior: Nova",295,3.444
"5979","1999","Speed of Life",353,2.759
"5980","1929","Un Chien Andalou",436,3.889
"5981","1998","Navy Seals: America's Secret Warriors",98,2.443
"5982","1986","House",648,3.32
"5983","1995","Restoration",220,3.17
"5984","2003","Leprechaun: Back 2 tha Hood",85,2.936
"5985","1972","Children Shouldn't Play with Dead Things",599,2.491
"5986","1955","The Rose Tattoo",447,3.505
"5987","1978","Gates of Heaven",683,3.316
"5988","2001","The First Year",281,3.009
"5989","1943","Le Corbeau",256,3.735
"5990","2003","Sammy Hagar: The Long Road to Cabo",758,3.519
"5991","2005","Sin City",710,3.598
"5992","1954","La Strada: Special Edition",561,4.081
"5993","1986","Thrashin'",631,3.256
"5994","2005","LeapFrog: Learn to Read at the Storybook Factory",848,3.278
"5995","1997","The Long Way Home",44,3.658
"5996","1961","The Ladies Man",464,3.41
"5997","1988","Young Guns",372,3.672
"5998","1932","Vampyr",54,3.128
"5999","1995","The Bible Collection: Joseph",513,3.791
"6000","1952","The Star",553,3.254
"6001","1992","Tom and Jerry: The Movie",155,3.154
"6002","1996","Norma Jean & Marilyn",160,2.995
"6003","1990","Wild at Heart",493,3.705
"6004","1991","V.I. Warshawski",646,2.597
"6005","2001","Baby Boy",338,3.242
"6006","1987","The Sicilian",400,2.331
"6007","2003","Arrested Development: Season 1",427,4.331
"6008","1955","My Sister Eileen",649,3.107
"6009","1995","Carnosaur 3",55,2.237
"6010","1999","New World Disorder",671,2.433
"6011","1985","Cheers: Season 4",26,4.016
"6012","1994","Party of Five: Season 1",595,3.831
"6013","1997","An American Werewolf in Paris",412,3.078
"6014","2005","House of Wax",284,3.23
"6015","2003","DNAngel",810,4.181
"6016","1996","Mrs. Winterbourne",351,3.413
"6017","2004","Z Channel: A Magnificent Obsession",22,3.51
"6018","2001","The Business of Strangers",307,2.925
"6019","1994","Speed: Bonus Material",61,3.363
"6020","1985","A Zed & Two Noughts",140,3.007
"6021","1977","Oh God!",116,3.351
"6022","2001","Frost: Portrait of a Vampire",200,1.735
"6023","2000","Strangers with Candy: Season 3",506,3.878
"6024","2005","Brothers",162,3.306
"6025","2002","Benjamin Franklin",643,3.832
"6026","2004","In Search of the Trojan War",149,3.517
"6027","2002","The Wild Thornberrys Movie",320,3.525
"6028","1962","Chushingura",292,3.784
"6029","2001","Amelie",625,4.115
"6030","2001","I Am Sam",434,3.861
"6031","2001","Cool & Crazy",75,3.13
"6032","1985","A Chorus Line",575,3.501
"6033","2001","Classic Albums: Metallica: The Black Album",245,3.816
"6034","2004","Open Water",579,2.696
"6035","1999","Desert Heat",754,3.179
"6036","2003","Alison Krauss & Union Station: Live",184,4.057
"6037","2002","The Bourne Identity",448,3.973
"6038","2002","Sightings: Heartland Ghost",191,2.957
"6039","1990","All for the Winner",533,3.458
"6040","2004","The L Word: Season 1",686,4.076
"6041","1997","Black Circle Boys",507,2.571
"6042","2004","Starsky & Hutch",239,3.036
"6043","2000","Boys Briefs",516,2.562
"6044","1991","The Pianist",101,2.756
"6045","2001","Matthew Blackheart: Monster Smasher",371,2.303
"6046","1999","Family of Cops 3",535,2.98
"6047","1996","Dark Planet",423,2.149
"6048","2002","Pregnancy for Dummies",411,3.353
"6049","2002","Azumanga Daioh",837,4.031
"6050","1985","St. Elmo's Fire",359,3.548
"6051","2001","X",172,3.873
"6052","1968","The Killing of Sister George",542,2.894
"6053","2003","Samurai Deeper Kyo",243,3.973
"6054","1954","Conquest of Space",99,2.981
"6055","2001","Devil's Prey",558,2.165
"6056","1963","Matango: Attack of the Mushroom People",444,3.038
"6057","1999","The Very Thought of You",447,3.142
"6058","1995","Akele Hum Akele Tum",810,3.147
"6059","1996","Ghatak",321,2.809
"6060","2003","Cold Creek Manor",235,3.075
"6061","2000","Kundalini Yoga",156,2.492
"6062","1998","Significant Others: The Series",170,2.584
"6063","1962","The Lucy Show",375,3.492
"6064","2004","Back in the Day",76,2.95
"6065","2000","The Crazysitter",274,2.343
"6066","2004","The Story of the Weeping Camel",439,3.631
"6067","1992","Ranma 1/2: The Movie 2: Nihao My Concubine",222,3.723
"6068","1993","Addams Family Values",623,3.302
"6069","1970","Love Film",256,2.836
"6070","1989","Black Adder IV",507,4.069
"6071","2001","Fausto 5.0",458,2.772
"6072","1997","Eve's Bayou",735,3.531
"6073","1996","Bulletproof",720,3.292
"6074","1984","Heimat",202,3.3
"6075","2000","Running on the Sun",436,3.714
"6076","1985","Jem & The Holograms: Seasons 1 & 2",222,3.783
"6077","2000","John Lee Hooker: That's My Story",179,3.248
"6078","2000","Time Regained",237,2.914
"6079","1950","Kim",549,3.322
"6080","2002","The Rules of Attraction",276,2.85
"6081","1996","Battle Arena Toshinden",93,2.918
"6082","1989","Old Gringo",73,2.875
"6083","1990","Keeping Up Appearances",410,3.895
"6084","1980","Caligula",292,2.723
"6085","1931","M",328,3.994
"6086","1926","Battling Butler",680,3.448
"6087","2001","Jackie Chan Adventures: The Shadow of Shendu",161,3.22
"6088","1981","Silsila",359,3.794
"6089","1999","Bullets Over Summer",25,2.712
"6090","1978","Lupin the 3rd: The Movie: The Secret of Mamo",170,3.17
"6091","1995","The Horseman on the Roof",447,3.536
"6092","1989","In the Line of Duty 4",2,2.704
"6093","1995","House of Cards Trilogy III: The Final Cut",284,4.118
"6094","1999","Jin-Roh: The Wolf Brigade",398,3.517
"6095","2003","Game Over: Kasparov and the Machine",534,3.062
"6096","1981","Caveman",306,3.156
"6097","2002","Blushing Bloopers",852,2.01
"6098","1956","The Bad Seed",173,3.794
"6099","1979","Apocalypse Now",414,3.983
"6100","2005","Sesame Street: Happy Healthy Monsters",368,3.232
"6101","2004","The Brooke Ellison Story",569,3.547
"6102","1978","The Cat from Outer Space",743,3.665
"6103","2003","Hotel",841,1.981
"6104","2001","Jamie Foxx: Journeys in Black",330,2.954
"6105","2000","Paranoid",299,2.096
"6106","2000","The Jazz Channel: Chaka Khan",46,2.88
"6107","1982","Dragon Lord",122,3.078
"6108","2004","Neil Gaiman's A Short Film About John Bolton",154,2.971
"6109","2000","The Long Run",307,3.154
"6110","1963","It's a Mad,Mad,Mad,Mad World",502,3.665
"6111","1968","Don't Raise the Bridge,Lower the River",127,2.714
"6112","1958","Slippery When Wet",825,3.267
"6113","1998","Living Out Loud",252,3.161
"6114","2000","Antitrust",738,3.218
"6115","2000","Storyville: The Naked Dance",20,2.802
"6116","2003","Foreigner: Live at Deer Creek",20,3.021
"6117","1970","Patton",291,3.989
"6118","1976","Man of Marble",87,3.305
"6119","2003","Stuck on You",771,2.995
"6120","1994","Mary Shelley's Frankenstein",185,3.208
"6121","2002","Kirby: Kirby Comes to Cappytown",691,3.02
"6122","2003","Laurel Canyon",653,3.165
"6123","1978","Hooper",249,3.084
"6124","1994","The History Channel Presents: The American Revolution",161,3.69
"6125","2004","Ai Yori Aoshi: Enishi",144,4.027
"6126","2002","Winter Break",515,2.807
"6127","1996","Two If by Sea",452,2.769
"6128","1966","Mademoiselle",736,2.786
"6129","1999","Like a Fish Out of Water",237,2.598
"6130","1998","Curse of the Puppet Master",479,2.923
"6131","1977","Wizards",272,3.402
"6132","1968","Hell in the Pacific",76,3.468
"6133","1984","Red Dawn",354,3.58
"6134","2004","Collateral",706,3.679
"6135","2002","The Firm Body Sculpting: Cardio Sculpt",201,3.161
"6136","2003","The Kiss",189,2.609
"6137","2002","The Red Sneakers",615,2.977
"6138","1990","Poirot",28,4.189
"6139","2004","Sports Illustrated Swimsuit Edition: 2004",9,3.709
"6140","2001","Southlander: Diary of a Desperate Musician",222,2.402
"6141","1984","Flashpoint",266,3.112
"6142","2003","Law & Order: Special Victims Unit: The Fifth Year",129,4.239
"6143","1948","Louisiana Story",96,3.057
"6144","1991","Ranma 1/2: Big Trouble in Nekonron China",222,3.581
"6145","1999","The King of Masks",186,3.962
"6146","2002","Brother's Keeper",162,2.836
"6147","1992","Beyond the Law",332,2.887
"6148","2003","World Cup Soccer Highlights",277,3.527
"6149","2003","Dragon Ball Z: Frieza",233,4.077
"6150","1995","Wigstock: The Movie",398,3.274
"6151","1989","Teen Witch",612,3.728
"6152","1984","Heritage: Civilization and the Jews",119,3.414
"6153","2004","Bill Engvall: A Decade of Laughs",722,2.795
"6154","2004","Sesame Street: What's the Name of That Song",368,3.694
"6155","2000","Disappearing Acts",596,3.526
"6156","2003","Toto: 25th Anniversary: Live in Amsterdam",241,3.544
"6157","1997","Hoodlum",75,3.402
"6158","1995","Circle of Friends",331,3.649
"6159","1993","Freaked",139,3.137
"6160","1998","Generator Gawl",780,3.561
"6161","2004","Criminal",747,3.051
"6162","1963","Donovan's Reef",75,3.801
"6163","1990","Betsy's Wedding",362,2.789
"6164","1956","The Amazing Transparent Man / Indestructible Man",177,2.407
"6165","1969","Marooned",204,3.074
"6166","1976","All the President's Men",551,3.955
"6167","1958","I Married a Monster from Outer Space",210,3.142
"6168","1999","Crusade: The Complete Series",368,3.475
"6169","1977","Operation Thunderbolt",387,3.276
"6170","2000","Drawing Blood",117,2
"6171","2003","You'll Get Over It",551,3.551
"6172","2001","The Best of Insomniac: Uncensored: Vol. 2",31,3.653
"6173","1976","The Seven Percent Solution",194,3.091
"6174","1996","Crash",62,2.811
"6175","1981","A Fine Romance: Set 1",130,3.346
"6176","1983","Fraggle Rock: Season 1",848,4.146
"6177","1986","The Boy Who Could Fly",375,3.547
"6178","2001","Underwaterworld Trilogy: Deep Encouters / Ocean Allies / Blue Voices",177,3.677
"6179","2005","Cookers",75,2.478
"6180","1990","Green Card",589,3.137
"6181","1992","Just Another Girl on the I.R.T.",852,2.736
"6182","1933","90 Degrees South",860,3.022
"6183","1998","King Lear (Masterpiece Theatre)",196,2.869
"6184","2000","Spreading Ground",290,2.729
"6185","1998","Occult History of the 3rd Reich #3: Adolf Hitler",798,2.888
"6186","1999","Le Corsaire (American Ballet Theatre)",196,3.202
"6187","2004","Saturday Night Live: The Best of Tracy Morgan",243,3.558
"6188","2000","Snow Day",215,2.93
"6189","1943","Ghosts on the Loose",378,2.796
"6190","1987","Some Kind of Wonderful",813,3.701
"6191","1990","El Diablo",716,3.009
"6192","1993","The Meteor Man",464,2.697
"6193","1991","Freejack",139,2.889
"6194","1997","Defying Gravity",742,3.288
"6195","2004","The Woodsman",400,3.192
"6196","1984","The Terminator",88,3.957
"6197","1934","Pre-Code Hollywood: Of Human Bondage",741,2.961
"6198","1963","Eric Rohmer Collection: The Moral Tales",187,3.171
"6199","1958","The Last Hurrah",367,3.62
"6200","1965","Those Calloways",828,3.324
"6201","1998","Felicity: Season 1",817,3.694
"6202","2004","Masters of Poker: Vol. 2: Phil Hellmuth's Million Dollar Secrets to Bluffing and Tells",13,2.864
"6203","1998","You're Invited to Mary-Kate and Ashley's Favorite Parties",371,3.165
"6204","1982","The Last Unicorn",5,3.838
"6205","1983","Scarface: 20th Anniversary Edition",391,4.101
"6206","2002","My Big Fat Greek Wedding",415,3.751
"6207","1998","Batman & Mr. Freeze: Subzero",506,3.13
"6208","1999","Desecration",568,1.733
"6209","1999","Gulda: Mozart Concertos",450,3.099
"6210","1988","Veronico Cruz",420,2.864
"6211","1991","Paradise",304,3.221
"6212","1979","Dragon Fist",122,2.71
"6213","1950","You Bet Your Life",863,3.214
"6214","1980","Sea Wolves",536,3.088
"6215","2004","Dragons: Fire and Ice",122,3.249
"6216","1962","The Euroshock Collection: The Awful Dr. Orlof",555,2.462
"6217","1999","Q: The Movie",697,2.159
"6218","2001","The Job: The Complete Series",368,3.835
"6219","1995","The Basketball Diaries",318,3.652
"6220","1999","The Color of Paradise",41,3.873
"6221","1997","Donnie Brasco",813,3.859
"6222","1992","Once Upon a Time in China 2",694,3.557
"6223","1991","Point Break",676,3.469
"6224","1993","The Secret of Life on Earth: IMAX",52,3.184
"6225","1975","The Magic Flute",274,3.521
"6226","1965","Juliet of the Spirits",11,3.573
"6227","2005","Tilt: Season 1",618,3.565
"6228","2000","Best of the Chris Rock Show: Vol. 2",227,3.592
"6229","1953","The Robe",59,3.51
"6230","2003","Riverworld",344,2.95
"6231","2002","Frailty",704,3.444
"6232","2005","The Slaughterhouse Massacre",629,1.889
"6233","1962","Combat! Season 1: Campaign 1",260,3.66
"6234","2004","Catch That Kid",656,3.315
"6235","2002","A Walk to Remember",697,3.825
"6236","1986","The Singing Detective",126,3.42
"6237","1985","A Nightmare on Elm Street 2: Freddy's Revenge",196,3.281
"6238","2001","Lip Service",296,1.952
"6239","1993","Body Snatchers",301,3.172
"6240","1990","Awakenings",466,3.909
"6241","1965","Operation Y and Other Shurik's Adventures",169,4.053
"6242","1981","Laawaris",304,3.456
"6243","1994","It Could Happen to You",504,3.51
"6244","2001","America's Funniest Home Videos: Vol. 1",71,3.23
"6245","1989","An Innocent Man",436,3.501
"6246","1994","Class Act",245,3.142
"6247","1984","Broadway Danny Rose",65,3.644
"6248","2003","Augustus",640,2.919
"6249","1996","Sharpe 11: Sharpe's Mission",519,4.026
"6250","1997","Female Perversions",137,2.47
"6251","2002","Cowboy Bebop: The Movie",688,4.048
"6252","1998","Ghost Stories #2",269,2.438
"6253","1990","The Piglet Files",59,2.952
"6254","1965","The Flight of the Phoenix",80,3.72
"6255","2005","Bewitched",220,2.992
"6256","1999","Larryboy and the Rumor Weed",35,2.556
"6257","1988","Aftershock",488,2.206
"6258","1996","Wilderness",247,2.496
"6259","1988","Night of the Demons",10,3.244
"6260","2000","Bootmen",28,3.155
"6261","1979","Legend of the 7 Golden Vampires",134,2.9
"6262","1978","Invasion of the Body Snatchers",76,3.548
"6263","1993","Heart and Souls",314,3.565
"6264","1999","Body Shots",301,2.739
"6265","1976","Jackson County Jail",273,2.422
"6266","1996","Michael",6,3.477
"6267","1984","Purple Rain: Special Edition",397,3.531
"6268","1998","Lost in Space",64,2.916
"6269","1997","Secrets of the Warrior's Power: Kung Fu",86,3.211
"6270","1997","Warriors of Virtue",644,3.032
"6271","1990","The Handmaid's Tale",503,3.082
"6272","2003","Nothing",687,2.565
"6273","1979","Rock 'n' Roll High School",277,3.344
"6274","1990","The Hunt for Red October",221,4.085
"6275","1937","Heidi",482,3.882
"6276","2003","Unknown Pleasures",627,2.435
"6277","1998","The Mafia: An Expose - Vegas and Hoffa",31,2.315
"6278","1980","The Watcher in the Woods",95,3.15
"6279","2001","Crunch: The Perfect Yoga Workout",473,3.055
"6280","2003","Sting: Inside the Songs of Sacred Love",506,3.677
"6281","1994","The Adventures of Priscilla,Queen of the Desert",88,3.748
"6282","1981","Madman",769,2.532
"6283","1960","The Twilight Zone: Vol. 18",555,4.126
"6284","1992","The Babe",447,3.252
"6285","1999","Goodbye Lover",688,2.862
"6286","1946","I See a Dark Stranger",129,2.919
"6287","1990","Pretty Woman",209,3.905
"6288","2002","Essence of Echoes",547,1.946
"6289","2005","The Perfect Neighbor",448,2.44
"6290","2001","Very Annie Mary",564,2.997
"6291","1976","King Kong",252,3.131
"6292","1935","Top Hat",217,4.052
"6293","1998","The Colony",400,2.208
"6294","1991","Wildflower",469,3.374
"6295","1965","The Family Jewels",623,3.587
"6296","2004","Drawn Together: Season 1",519,3.618
"6297","2004","What Boys Like",271,2.699
"6298","1974","Pippi in the South Seas",695,3.097
"6299","1985","The Man with One Red Shoe",826,3.301
"6300","1950","King Solomon's Mines",252,3.409
"6301","1975","The Fatal Flying Guillotine",492,2.768
"6302","1999","The Bachelor",615,3.03
"6303","2002",".hack//SIGN",157,3.981
"6304","1999","Fatal Error",586,2.487
"6305","1998","U.S. Seals",646,2.296
"6306","2001","Dagon",233,2.874
"6307","1936","Pepe le Moko",202,3.653
"6308","2001","Going Greek",248,2.66
"6309","1999","Midsomer Murders: Dead Man's Eleven",199,3.878
"6310","1969","The Unfaithful Wife",52,2.97
"6311","1972","Fritz the Cat",350,2.825
"6312","1997","Breaking the Surface",246,3.038
"6313","2002","Plan Colombia: Cashing in on the Drug War Failure",672,3.302
"6314","1998","Boys Life 2",516,2.863
"6315","1989","Friday the 13th: Part 8: Jason Takes Manhattan",374,2.88
"6316","2004","New England Metal Hardcore Festival 2003",384,2.993
"6317","1970","Patton: Bonus Material",753,3.569
"6318","1974","Mr. Majestyk",96,3.354
"6319","2002","Raising Tennis Aces: The Williams Story",554,2.721
"6320","2002","411VM Skateboarding: Issue 50",725,3.451
"6321","1972","Emma",336,3.061
"6322","2002","Blood Crime",741,2.607
"6323","2002","Yesterday",220,2.737
"6324","1983","The Thorn Birds",95,3.874
"6325","1974","Deathdream",36,2.868
"6326","1996","Millennium: Season 1",77,3.824
"6327","1987","Summer School",263,3.482
"6328","2002","The Crocodile Hunter: Collision Course",555,2.759
"6329","1990","Edward Scissorhands",302,3.763
"6330","1981","Southern Comfort",743,3.242
"6331","1979","Pirates of the XXth Century",276,2.839
"6332","1969","The Notorious Concubines",310,1.757
"6333","1987","Hiding Out",252,3.647
"6334","2000","Things You Can Tell Just By Looking at Her",177,3.068
"6335","1980","Terror Train",160,3.088
"6336","1992","The Crying Game: Collector's Edition",813,3.518
"6337","2001","Joe Dirt",864,3.208
"6338","2004","The Truth About Love",281,2.613
"6339","1995","Desperado / El Mariachi",544,3.706
"6340","1986","Echo Park",821,2.475
"6341","2001","R-Xmas",336,2.109
"6342","2004","The Haunted Sea",82,1.836
"6343","2001","Joe Somebody",734,3.221
